id,word,definition,grade,phonetic_spelling,rating,source,version,user_id,created_at
f200fcde-a465-4e3d-a6cc-e206562eda0c,Manipulation,The action of controlling or influencing someone or something in a skillful but often unfair or deceitful way.,2,/məˌnɪpjʊˈleɪʃən/,-,System,V01,,2025-01-25 13:58:03.096089+00
f266840d-f90f-41c4-9dd9-a0564edcbe26,Finery,Expensive or ostentatious clothes or decoration.,3,/ˈfaɪnəri/,~,System,V01,,2025-01-25 13:58:03.096089+00
f2ed2f45-6b7b-49dc-a25d-5c527e904760,Controlling,Exercising control over something or someone.,2,/kənˈtroʊlɪŋ/,-,System,V01,,2025-01-25 13:58:03.096089+00
f49b1384-1161-4b36-8e93-6677e822235c,Flight,The act of flying or moving through the air.,3,/flaɪt/,~,System,Default,,2025-01-25 13:58:03.096089+00
f547b25f-8440-4ce2-a720-9b9f9e5eb32f,Steady,"Firmly fixed, supported, or balanced; not shaking or moving.",4,/ˈstɛdi/,+,System,V01,,2025-01-25 13:58:03.096089+00
f5e4e7fd-3d21-4d2c-82b4-4ecfec9820e6,Surrender,Cease resistance to an enemy or opponent and submit to their authority.,3,/səˈrɛndər/,~,System,V01,,2025-01-25 13:58:03.096089+00
f5eb9b36-a8fc-4af9-83a8-640121619330,Grateful,Feeling or showing an appreciation of kindness; thankful.,5,/ˈɡreɪtfʊl/,+,System,V01,,2025-01-25 13:58:03.096089+00
f67cee49-ec3a-4c18-bf90-6c770255fb54,Offensiveness,"The quality of causing someone to feel deeply hurt, upset, or angry.",2,/əˈfɛnsɪvnəs/,-,System,V01,,2025-01-25 13:58:03.096089+00
f6b8a3ea-33ee-4b87-b0bf-8e9376044f5a,Scandal,An action or event regarded as morally or legally wrong and causing general public outrage.,2,/ˈskændəl/,-,System,V01,,2025-01-25 13:58:03.096089+00
f6c461fe-ab94-4471-8a83-52fc69aef623,Aim,A purpose or intention.,4,/eɪm/,+,System,Default,,2025-01-25 13:58:03.096089+00
f6c54f29-7b09-42cc-915e-e60250b3d3aa,Insight,The capacity to gain an accurate and deep understanding.,5,/ˈɪnˌsaɪt/,+,System,Default,,2025-01-25 13:58:03.096089+00
f7d93a6b-a19b-4091-a594-cacece1423dc,Son,A male child in relation to his parents.,3,/sʌn/,~,System,Default,,2025-01-25 13:58:03.096089+00
f9de5f83-45c8-45a5-9183-3ae4ab8c6f35,Tremendous,"Very great in amount, scale, or intensity.",5,/trɪˈmɛndəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
fa735483-b7b7-4dc8-ba4c-0ed5fadc0eb5,Atonement,The action of making amends for a wrong.,4,/əˈtoʊnmənt/,+,System,Default,,2025-01-25 13:58:03.096089+00
faaeebde-b3e8-4055-8d69-197f714b0963,Self-reliance,Reliance on one's own powers and resources rather than those of others.,5,/sɛlf rɪˈlaɪəns/,+,System,V01,,2025-01-25 13:58:03.096089+00
fb0f1f3b-d276-453e-87dc-15fb518e6928,Threatening,Having a hostile or deliberately frightening quality or manner.,2,/ˈθrɛtənɪŋ/,-,System,V01,,2025-01-25 13:58:03.096089+00
fb39cd0b-3865-4e63-af85-8d951686c4dc,Overbearing,Unpleasantly or arrogantly domineering.,2,/ˌoʊvərˈbɛrɪŋ/,-,System,Default,,2025-01-25 13:58:03.096089+00
fbde625c-a712-44b0-93a3-bf8dd38622f7,Crippling,Causing severe damage or harm.,1,/ˈkrɪplɪŋ/,-,System,Default,,2025-01-25 13:58:03.096089+00
fc34a2ca-72a9-49cd-996e-dd50c3d8d5c7,Effort,A vigorous or determined attempt.,3,/ˈɛfərt/,~,System,Default,,2025-01-25 13:58:03.096089+00
fcaaaf2f-b653-4628-947c-fdab2ed04260,Natural,Existing in or caused by nature; not made or caused by humankind.,5,/ˈnætʃərəl/,+,System,V01,,2025-01-25 13:58:03.096089+00
fcb99675-cc6a-4f1b-a3dd-c914412c9335,Excellence,The quality of being outstanding or extremely good.,5,/ˈɛksələns/,+,System,V01,,2025-01-25 13:58:03.096089+00
fd0edefb-c5b8-4eb8-91e3-21b91c00d2bd,Carefreeness,The state of being free from anxiety or responsibility.,5,/ˈkɛrˌfrinəs/,+,System,V01,,2025-01-25 13:58:03.096089+00
fe767f43-2453-4362-add6-044095c90f62,Seething,Filled with or characterized by intense but unexpressed anger.,2,/ˈsiːðɪŋ/,-,System,V01,,2025-01-25 13:58:03.096089+00
ff437f61-58a8-4ef7-8173-6fd948045fa8,Empathy,The ability to understand and share the feelings of another.,5,/ˈɛmpəθi/,+,System,Default,,2025-01-25 13:58:03.096089+00
ffc3e611-2911-4dd8-987d-37502ebf69fd,Honourability,The quality of being honourable.,5,/ˌɒnərəˈbɪlɪti/,+,System,V01,,2025-01-25 13:58:03.096089+00
ffd6f4e9-7834-4e31-b26e-561b4c2ac237,Self-love,Regard for one's own well-being and happiness.,5,/sɛlf lʌv/,+,System,V01,,2025-01-25 13:58:03.096089+00
